618.5555555555555,332.1111111111111
618.566880967882,332.11099582248266
617.6076999240452,332.2232191297743
615.9875691731771,332.3743489583333
614.9480590820312,332.0252753363715
614.3170098198784,331.0392252604167
613.3828328450521,329.94187418619794
611.9125637478298,328.90926784939234
610.0111490885416,328.5136447482639
607.4743109809028,327.4789055718316
605.037841796875,325.4863009982639
602.9566582573784,323.71898396809894
601.2775946723091,320.16343180338544
600.5513576931423,317.12224663628473
600.6561686197916,316.54454549153644
601.184312608507,316.5982598198785
601.3143174913195,316.9830796983507
601.0124037000868,317.5140618218316
600.5758327907986,318.1746656629774
600.2384440104166,318.7111239963108
600.4116821289062,320.16334364149304
600.0948757595486,320.41702948676215
599.6390448676216,320.01388210720484
599.0954996744791,319.9705403645833
598.1435139973959,318.953606499566
597.6871676974827,318.342291937934
598.2247789171007,317.77040608723956
599.7082994249132,317.1015353732639
602.1798638237847,318.84310574001734
604.5963745117188,321.1156582302517
606.1048244900173,321.4003092447917
607.2666829427084,322.39250013563367
608.5963609483507,325.3955247667101
609.1537475585938,327.06263563368054
608.9740736219618,326.49849107530383
609.108412000868,325.9989251030816
609.9216918945312,325.8282877604167
610.9066297743055,326.62569851345484
612.2711452907986,328.8652648925781
614.0551554361979,332.0749037000868
615.2550998263889,334.5169609917535
615.2493896484375,336.45842827690973
614.2037150065104,337.62263658311633
612.7334459092882,337.30991617838544
612.1083306206597,333.4515889485677
611.7326863606771,328.69141981336804
611.7569580078125,325.31277804904516
611.7082926432291,322.3989562988281
611.7673814561632,320.3858235677083
612.2132432725695,320.9059312608507
611.7464124891493,320.92478434244794
610.6929660373264,321.9885830349392
610.8032294379341,325.92614407009546
610.5283677842882,326.24618191189234
609.8650173611111,325.2806803385417
609.7041625976562,325.4538099500868
610.1265869140625,324.93048773871527
610.7098049587673,323.36022610134546
612.1020914713541,323.4108649359809
613.1703898111979,321.8132019042969
614.9328206380209,321.2469312879774
617.3865017361111,323.40082465277777
619.9984334309896,323.6584642198351
622.5570949978298,325.25123426649304
624.5265909830729,326.86402384440106
625.563490125868,328.8794420030382
625.5684543185764,331.3054470486111
623.7784627278646,333.03086344401044
621.1173231336805,334.5579833984375
618.1613294813368,336.03412543402777
615.4618123372396,336.9866706000434
613.4229329427084,338.0218675401476
612.0376993815104,339.2386949327257
610.3493177625868,337.6046413845486
608.9954020182291,335.0220472547743
608.2355007595486,333.78797403971356
608.2675170898438,334.4945237901476
608.4019029405382,333.58935207790796
608.5702785915798,331.32954576280383
